Year,State,Ag District,Ag District Code,County,Value
2008,ILLINOIS,CENTRAL,40,MARSHALL,51
2007,ILLINOIS,CENTRAL,40,MARSHALL,50
2006,ILLINOIS,CENTRAL,40,MARSHALL,52
2005,ILLINOIS,CENTRAL,40,MARSHALL,50
2004,ILLINOIS,CENTRAL,40,MARSHALL,53
2003,ILLINOIS,CENTRAL,40,MARSHALL,35
2002,ILLINOIS,CENTRAL,40,MARSHALL,47
2001,ILLINOIS,CENTRAL,40,MARSHALL,47
2000,ILLINOIS,CENTRAL,40,MARSHALL,46
1999,ILLINOIS,CENTRAL,40,MARSHALL,43
1998,ILLINOIS,CENTRAL,40,MARSHALL,48
1997,ILLINOIS,CENTRAL,40,MARSHALL,48
1996,ILLINOIS,CENTRAL,40,MARSHALL,44
1995,ILLINOIS,CENTRAL,40,MARSHALL,41.5
1994,ILLINOIS,CENTRAL,40,MARSHALL,50.5
1993,ILLINOIS,CENTRAL,40,MARSHALL,48
1992,ILLINOIS,CENTRAL,40,MARSHALL,44
1991,ILLINOIS,CENTRAL,40,MARSHALL,40
1990,ILLINOIS,CENTRAL,40,MARSHALL,43.5
1989,ILLINOIS,CENTRAL,40,MARSHALL,45
1988,ILLINOIS,CENTRAL,40,MARSHALL,25.5
1987,ILLINOIS,CENTRAL,40,MARSHALL,43
1986,ILLINOIS,CENTRAL,40,MARSHALL,43.5
1985,ILLINOIS,CENTRAL,40,MARSHALL,47.5
1984,ILLINOIS,CENTRAL,40,MARSHALL,36.5
1983,ILLINOIS,CENTRAL,40,MARSHALL,37
1982,ILLINOIS,CENTRAL,40,MARSHALL,41
1981,ILLINOIS,CENTRAL,40,MARSHALL,42
1980,ILLINOIS,CENTRAL,40,MARSHALL,39.5
2022,ILLINOIS,CENTRAL,40,MASON,62.6
2021,ILLINOIS,CENTRAL,40,MASON,64.7
2020,ILLINOIS,CENTRAL,40,MASON,61.2
2019,ILLINOIS,CENTRAL,40,MASON,55.4
2017,ILLINOIS,CENTRAL,40,MASON,62.1
2016,ILLINOIS,CENTRAL,40,MASON,59.2
2015,ILLINOIS,CENTRAL,40,MASON,51.4
2014,ILLINOIS,CENTRAL,40,MASON,53.2
2013,ILLINOIS,CENTRAL,40,MASON,50.4
2012,ILLINOIS,CENTRAL,40,MASON,36.8
2011,ILLINOIS,CENTRAL,40,MASON,44.3
2010,ILLINOIS,CENTRAL,40,MASON,48.7
2009,ILLINOIS,CENTRAL,40,MASON,46
2008,ILLINOIS,CENTRAL,40,MASON,49
2007,ILLINOIS,CENTRAL,40,MASON,37
2006,ILLINOIS,CENTRAL,40,MASON,47
2005,ILLINOIS,CENTRAL,40,MASON,39
2004,ILLINOIS,CENTRAL,40,MASON,49
2003,ILLINOIS,CENTRAL,40,MASON,42
2002,ILLINOIS,CENTRAL,40,MASON,47
2001,ILLINOIS,CENTRAL,40,MASON,43
2000,ILLINOIS,CENTRAL,40,MASON,44
1999,ILLINOIS,CENTRAL,40,MASON,44
1998,ILLINOIS,CENTRAL,40,MASON,46
1997,ILLINOIS,CENTRAL,40,MASON,41.5
1996,ILLINOIS,CENTRAL,40,MASON,37.5
1995,ILLINOIS,CENTRAL,40,MASON,38.5
1994,ILLINOIS,CENTRAL,40,MASON,44
1993,ILLINOIS,CENTRAL,40,MASON,40.5
1992,ILLINOIS,CENTRAL,40,MASON,42.5
1991,ILLINOIS,CENTRAL,40,MASON,36
1990,ILLINOIS,CENTRAL,40,MASON,40
1989,ILLINOIS,CENTRAL,40,MASON,35.5
1988,ILLINOIS,CENTRAL,40,MASON,23
1987,ILLINOIS,CENTRAL,40,MASON,30.5
1986,ILLINOIS,CENTRAL,40,MASON,38.5
1985,ILLINOIS,CENTRAL,40,MASON,42.5
1984,ILLINOIS,CENTRAL,40,MASON,31
1983,ILLINOIS,CENTRAL,40,MASON,25.5
1982,ILLINOIS,CENTRAL,40,MASON,39.5
1981,ILLINOIS,CENTRAL,40,MASON,42
1980,ILLINOIS,CENTRAL,40,MASON,33.5
2022,ILLINOIS,SOUTHEAST,90,MASSAC,50
2021,ILLINOIS,SOUTHEAST,90,MASSAC,52.5
2020,ILLINOIS,SOUTHEAST,90,MASSAC,51.6
2019,ILLINOIS,SOUTHEAST,90,MASSAC,43.5
2016,ILLINOIS,SOUTHEAST,90,MASSAC,47.5
2015,ILLINOIS,SOUTHEAST,90,MASSAC,50.2
2014,ILLINOIS,SOUTHEAST,90,MASSAC,45.3
2013,ILLINOIS,SOUTHEAST,90,MASSAC,50.4
2012,ILLINOIS,SOUTHEAST,90,MASSAC,31.3
2011,ILLINOIS,SOUTHEAST,90,MASSAC,39.3
2010,ILLINOIS,SOUTHEAST,90,MASSAC,33.3
2009,ILLINOIS,SOUTHEAST,90,MASSAC,44
2008,ILLINOIS,SOUTHEAST,90,MASSAC,40
2007,ILLINOIS,SOUTHEAST,90,MASSAC,24
2006,ILLINOIS,SOUTHEAST,90,MASSAC,39
2005,ILLINOIS,SOUTHEAST,90,MASSAC,40
2004,ILLINOIS,SOUTHEAST,90,MASSAC,36
2003,ILLINOIS,SOUTHEAST,90,MASSAC,41
2002,ILLINOIS,SOUTHEAST,90,MASSAC,21
2001,ILLINOIS,SOUTHEAST,90,MASSAC,38
2000,ILLINOIS,SOUTHEAST,90,MASSAC,34
1999,ILLINOIS,SOUTHEAST,90,MASSAC,21
1998,ILLINOIS,SOUTHEAST,90,MASSAC,28.5
1997,ILLINOIS,SOUTHEAST,90,MASSAC,29.5
1996,ILLINOIS,SOUTHEAST,90,MASSAC,33.5
1995,ILLINOIS,SOUTHEAST,90,MASSAC,33
1994,ILLINOIS,SOUTHEAST,90,MASSAC,37.5
1993,ILLINOIS,SOUTHEAST,90,MASSAC,30
1992,ILLINOIS,SOUTHEAST,90,MASSAC,39
1991,ILLINOIS,SOUTHEAST,90,MASSAC,28
1990,ILLINOIS,SOUTHEAST,90,MASSAC,30.5
1989,ILLINOIS,SOUTHEAST,90,MASSAC,29.5
1988,ILLINOIS,SOUTHEAST,90,MASSAC,29
1987,ILLINOIS,SOUTHEAST,90,MASSAC,25.5
1986,ILLINOIS,SOUTHEAST,90,MASSAC,28.5
1985,ILLINOIS,SOUTHEAST,90,MASSAC,30
1984,ILLINOIS,SOUTHEAST,90,MASSAC,28
1983,ILLINOIS,SOUTHEAST,90,MASSAC,15.5
1982,ILLINOIS,SOUTHEAST,90,MASSAC,31.5
1981,ILLINOIS,SOUTHEAST,90,MASSAC,23.5
1980,ILLINOIS,SOUTHEAST,90,MASSAC,18.5
2022,ILLINOIS,WEST,30,MCDONOUGH,66.3
2020,ILLINOIS,WEST,30,MCDONOUGH,65.1
2019,ILLINOIS,WEST,30,MCDONOUGH,60.2
2018,ILLINOIS,WEST,30,MCDONOUGH,69.3
2017,ILLINOIS,WEST,30,MCDONOUGH,64.7
2016,ILLINOIS,WEST,30,MCDONOUGH,62.5
2015,ILLINOIS,WEST,30,MCDONOUGH,59.7
2014,ILLINOIS,WEST,30,MCDONOUGH,54.4
2013,ILLINOIS,WEST,30,MCDONOUGH,54.5
2012,ILLINOIS,WEST,30,MCDONOUGH,50
2011,ILLINOIS,WEST,30,MCDONOUGH,58.5
2010,ILLINOIS,WEST,30,MCDONOUGH,53.1
2009,ILLINOIS,WEST,30,MCDONOUGH,52
2008,ILLINOIS,WEST,30,MCDONOUGH,54
2007,ILLINOIS,WEST,30,MCDONOUGH,49
2006,ILLINOIS,WEST,30,MCDONOUGH,49
2005,ILLINOIS,WEST,30,MCDONOUGH,49
2004,ILLINOIS,WEST,30,MCDONOUGH,52
2003,ILLINOIS,WEST,30,MCDONOUGH,44
2002,ILLINOIS,WEST,30,MCDONOUGH,51
2001,ILLINOIS,WEST,30,MCDONOUGH,48
2000,ILLINOIS,WEST,30,MCDONOUGH,45
1999,ILLINOIS,WEST,30,MCDONOUGH,47
1998,ILLINOIS,WEST,30,MCDONOUGH,51.5
1997,ILLINOIS,WEST,30,MCDONOUGH,47.5
1996,ILLINOIS,WEST,30,MCDONOUGH,46.5
1995,ILLINOIS,WEST,30,MCDONOUGH,40
1994,ILLINOIS,WEST,30,MCDONOUGH,51
1993,ILLINOIS,WEST,30,MCDONOUGH,45.5
1992,ILLINOIS,WEST,30,MCDONOUGH,45.5
1991,ILLINOIS,WEST,30,MCDONOUGH,47.5
1990,ILLINOIS,WEST,30,MCDONOUGH,44.5
1989,ILLINOIS,WEST,30,MCDONOUGH,37
1988,ILLINOIS,WEST,30,MCDONOUGH,34
1987,ILLINOIS,WEST,30,MCDONOUGH,36.5
1986,ILLINOIS,WEST,30,MCDONOUGH,44.5
1985,ILLINOIS,WEST,30,MCDONOUGH,41.5
1984,ILLINOIS,WEST,30,MCDONOUGH,35.5
1983,ILLINOIS,WEST,30,MCDONOUGH,32.5
1982,ILLINOIS,WEST,30,MCDONOUGH,41.5
1981,ILLINOIS,WEST,30,MCDONOUGH,40
1980,ILLINOIS,WEST,30,MCDONOUGH,38
2020,ILLINOIS,NORTHEAST,20,MCHENRY,52.5
2018,ILLINOIS,NORTHEAST,20,MCHENRY,58.9
2017,ILLINOIS,NORTHEAST,20,MCHENRY,47.2
2016,ILLINOIS,NORTHEAST,20,MCHENRY,59.1
2015,ILLINOIS,NORTHEAST,20,MCHENRY,55.9
2014,ILLINOIS,NORTHEAST,20,MCHENRY,56
2013,ILLINOIS,NORTHEAST,20,MCHENRY,49.9
2012,ILLINOIS,NORTHEAST,20,MCHENRY,42.2
2011,ILLINOIS,NORTHEAST,20,MCHENRY,50.6
2010,ILLINOIS,NORTHEAST,20,MCHENRY,56.5
2009,ILLINOIS,NORTHEAST,20,MCHENRY,43
2008,ILLINOIS,NORTHEAST,20,MCHENRY,39
2007,ILLINOIS,NORTHEAST,20,MCHENRY,48
2006,ILLINOIS,NORTHEAST,20,MCHENRY,47
2005,ILLINOIS,NORTHEAST,20,MCHENRY,36
2004,ILLINOIS,NORTHEAST,20,MCHENRY,43
2003,ILLINOIS,NORTHEAST,20,MCHENRY,29
2002,ILLINOIS,NORTHEAST,20,MCHENRY,32
2001,ILLINOIS,NORTHEAST,20,MCHENRY,43
2000,ILLINOIS,NORTHEAST,20,MCHENRY,30
1999,ILLINOIS,NORTHEAST,20,MCHENRY,44
1998,ILLINOIS,NORTHEAST,20,MCHENRY,50
1997,ILLINOIS,NORTHEAST,20,MCHENRY,44.5
1996,ILLINOIS,NORTHEAST,20,MCHENRY,34
1995,ILLINOIS,NORTHEAST,20,MCHENRY,46
1994,ILLINOIS,NORTHEAST,20,MCHENRY,48
1993,ILLINOIS,NORTHEAST,20,MCHENRY,35
1992,ILLINOIS,NORTHEAST,20,MCHENRY,41
1991,ILLINOIS,NORTHEAST,20,MCHENRY,27.5
1990,ILLINOIS,NORTHEAST,20,MCHENRY,42
1989,ILLINOIS,NORTHEAST,20,MCHENRY,42
1988,ILLINOIS,NORTHEAST,20,MCHENRY,25.5
1987,ILLINOIS,NORTHEAST,20,MCHENRY,43
1986,ILLINOIS,NORTHEAST,20,MCHENRY,34.5
1985,ILLINOIS,NORTHEAST,20,MCHENRY,37
1984,ILLINOIS,NORTHEAST,20,MCHENRY,31
1983,ILLINOIS,NORTHEAST,20,MCHENRY,36
1982,ILLINOIS,NORTHEAST,20,MCHENRY,37
1981,ILLINOIS,NORTHEAST,20,MCHENRY,39
1980,ILLINOIS,NORTHEAST,20,MCHENRY,36.5
2022,ILLINOIS,CENTRAL,40,MCLEAN,68.8
2021,ILLINOIS,CENTRAL,40,MCLEAN,67.4
2020,ILLINOIS,CENTRAL,40,MCLEAN,63.9
2019,ILLINOIS,CENTRAL,40,MCLEAN,61
2018,ILLINOIS,CENTRAL,40,MCLEAN,67.5
2017,ILLINOIS,CENTRAL,40,MCLEAN,66.8
2016,ILLINOIS,CENTRAL,40,MCLEAN,63.8
2015,ILLINOIS,CENTRAL,40,MCLEAN,64.6
2014,ILLINOIS,CENTRAL,40,MCLEAN,63.2
2013,ILLINOIS,CENTRAL,40,MCLEAN,57.7
2012,ILLINOIS,CENTRAL,40,MCLEAN,52.3
2011,ILLINOIS,CENTRAL,40,MCLEAN,56
2010,ILLINOIS,CENTRAL,40,MCLEAN,58.5
2009,ILLINOIS,CENTRAL,40,MCLEAN,54
2008,ILLINOIS,CENTRAL,40,MCLEAN,51
2007,ILLINOIS,CENTRAL,40,MCLEAN,54
2006,ILLINOIS,CENTRAL,40,MCLEAN,54
2005,ILLINOIS,CENTRAL,40,MCLEAN,54
2004,ILLINOIS,CENTRAL,40,MCLEAN,54
2003,ILLINOIS,CENTRAL,40,MCLEAN,36
2002,ILLINOIS,CENTRAL,40,MCLEAN,54
2001,ILLINOIS,CENTRAL,40,MCLEAN,49
2000,ILLINOIS,CENTRAL,40,MCLEAN,47
1999,ILLINOIS,CENTRAL,40,MCLEAN,50
1998,ILLINOIS,CENTRAL,40,MCLEAN,48
1997,ILLINOIS,CENTRAL,40,MCLEAN,47
1996,ILLINOIS,CENTRAL,40,MCLEAN,47
1995,ILLINOIS,CENTRAL,40,MCLEAN,45.5
1994,ILLINOIS,CENTRAL,40,MCLEAN,47.5
1993,ILLINOIS,CENTRAL,40,MCLEAN,47.5
1992,ILLINOIS,CENTRAL,40,MCLEAN,47.5
1991,ILLINOIS,CENTRAL,40,MCLEAN,38.5
1990,ILLINOIS,CENTRAL,40,MCLEAN,46.5
1989,ILLINOIS,CENTRAL,40,MCLEAN,49
1988,ILLINOIS,CENTRAL,40,MCLEAN,25.5
1987,ILLINOIS,CENTRAL,40,MCLEAN,44
1986,ILLINOIS,CENTRAL,40,MCLEAN,45
1985,ILLINOIS,CENTRAL,40,MCLEAN,52.5
1984,ILLINOIS,CENTRAL,40,MCLEAN,35.5
1983,ILLINOIS,CENTRAL,40,MCLEAN,38
1982,ILLINOIS,CENTRAL,40,MCLEAN,43.5
1981,ILLINOIS,CENTRAL,40,MCLEAN,38.5
1980,ILLINOIS,CENTRAL,40,MCLEAN,37.5
2022,ILLINOIS,CENTRAL,40,MENARD,67.9
2021,ILLINOIS,CENTRAL,40,MENARD,66.4
2020,ILLINOIS,CENTRAL,40,MENARD,67.3
2019,ILLINOIS,CENTRAL,40,MENARD,62
2018,ILLINOIS,CENTRAL,40,MENARD,68.6
2017,ILLINOIS,CENTRAL,40,MENARD,63.9
2016,ILLINOIS,CENTRAL,40,MENARD,63.6
2015,ILLINOIS,CENTRAL,40,MENARD,60
2014,ILLINOIS,CENTRAL,40,MENARD,60.2
2012,ILLINOIS,CENTRAL,40,MENARD,41.1
2011,ILLINOIS,CENTRAL,40,MENARD,51.2
2010,ILLINOIS,CENTRAL,40,MENARD,54.2
2009,ILLINOIS,CENTRAL,40,MENARD,50
2008,ILLINOIS,CENTRAL,40,MENARD,48
2007,ILLINOIS,CENTRAL,40,MENARD,46
2006,ILLINOIS,CENTRAL,40,MENARD,49
2005,ILLINOIS,CENTRAL,40,MENARD,46
2004,ILLINOIS,CENTRAL,40,MENARD,52
2003,ILLINOIS,CENTRAL,40,MENARD,44
2002,ILLINOIS,CENTRAL,40,MENARD,48
2001,ILLINOIS,CENTRAL,40,MENARD,48
2000,ILLINOIS,CENTRAL,40,MENARD,43
1999,ILLINOIS,CENTRAL,40,MENARD,49
1998,ILLINOIS,CENTRAL,40,MENARD,47.5
1997,ILLINOIS,CENTRAL,40,MENARD,44
1996,ILLINOIS,CENTRAL,40,MENARD,42
1995,ILLINOIS,CENTRAL,40,MENARD,40.5
1994,ILLINOIS,CENTRAL,40,MENARD,47.5
1993,ILLINOIS,CENTRAL,40,MENARD,45.5
1992,ILLINOIS,CENTRAL,40,MENARD,45.5
1991,ILLINOIS,CENTRAL,40,MENARD,47
1990,ILLINOIS,CENTRAL,40,MENARD,42.5
1989,ILLINOIS,CENTRAL,40,MENARD,45.5
1988,ILLINOIS,CENTRAL,40,MENARD,27
1987,ILLINOIS,CENTRAL,40,MENARD,36
1986,ILLINOIS,CENTRAL,40,MENARD,43.5
1985,ILLINOIS,CENTRAL,40,MENARD,48.5
1984,ILLINOIS,CENTRAL,40,MENARD,37.5
1983,ILLINOIS,CENTRAL,40,MENARD,31
1982,ILLINOIS,CENTRAL,40,MENARD,42
1981,ILLINOIS,CENTRAL,40,MENARD,42
1980,ILLINOIS,CENTRAL,40,MENARD,39.5
2022,ILLINOIS,NORTHWEST,10,MERCER,65
2020,ILLINOIS,NORTHWEST,10,MERCER,59.4
2019,ILLINOIS,NORTHWEST,10,MERCER,51.9
2018,ILLINOIS,NORTHWEST,10,MERCER,63.2
2017,ILLINOIS,NORTHWEST,10,MERCER,60
2016,ILLINOIS,NORTHWEST,10,MERCER,59.9
2015,ILLINOIS,NORTHWEST,10,MERCER,59.3
2014,ILLINOIS,NORTHWEST,10,MERCER,57
2013,ILLINOIS,NORTHWEST,10,MERCER,48.3
2012,ILLINOIS,NORTHWEST,10,MERCER,56.1
2011,ILLINOIS,NORTHWEST,10,MERCER,52.9
2010,ILLINOIS,NORTHWEST,10,MERCER,52.9
2009,ILLINOIS,NORTHWEST,10,MERCER,47
2008,ILLINOIS,NORTHWEST,10,MERCER,48
2007,ILLINOIS,NORTHWEST,10,MERCER,51
2006,ILLINOIS,NORTHWEST,10,MERCER,48
2005,ILLINOIS,NORTHWEST,10,MERCER,51
2004,ILLINOIS,NORTHWEST,10,MERCER,53
2003,ILLINOIS,NORTHWEST,10,MERCER,35
2002,ILLINOIS,NORTHWEST,10,MERCER,54
2001,ILLINOIS,NORTHWEST,10,MERCER,47
2000,ILLINOIS,NORTHWEST,10,MERCER,48
1999,ILLINOIS,NORTHWEST,10,MERCER,48
1998,ILLINOIS,NORTHWEST,10,MERCER,53
1997,ILLINOIS,NORTHWEST,10,MERCER,48.5
1996,ILLINOIS,NORTHWEST,10,MERCER,44.5
1995,ILLINOIS,NORTHWEST,10,MERCER,44.5
1994,ILLINOIS,NORTHWEST,10,MERCER,53
1993,ILLINOIS,NORTHWEST,10,MERCER,43.5
1992,ILLINOIS,NORTHWEST,10,MERCER,43.5
1991,ILLINOIS,NORTHWEST,10,MERCER,50
1990,ILLINOIS,NORTHWEST,10,MERCER,45.5
1989,ILLINOIS,NORTHWEST,10,MERCER,40
1988,ILLINOIS,NORTHWEST,10,MERCER,34.5
1987,ILLINOIS,NORTHWEST,10,MERCER,42
1986,ILLINOIS,NORTHWEST,10,MERCER,44
1985,ILLINOIS,NORTHWEST,10,MERCER,44
1984,ILLINOIS,NORTHWEST,10,MERCER,37
1983,ILLINOIS,NORTHWEST,10,MERCER,40
1982,ILLINOIS,NORTHWEST,10,MERCER,39
1981,ILLINOIS,NORTHWEST,10,MERCER,43
1980,ILLINOIS,NORTHWEST,10,MERCER,39.5
2022,ILLINOIS,SOUTHWEST,80,MONROE,53.1
2021,ILLINOIS,SOUTHWEST,80,MONROE,56.3
2020,ILLINOIS,SOUTHWEST,80,MONROE,55.7
2019,ILLINOIS,SOUTHWEST,80,MONROE,47.2
2018,ILLINOIS,SOUTHWEST,80,MONROE,54.1
2017,ILLINOIS,SOUTHWEST,80,MONROE,43.4
2016,ILLINOIS,SOUTHWEST,80,MONROE,48.4
2015,ILLINOIS,SOUTHWEST,80,MONROE,44.7
2014,ILLINOIS,SOUTHWEST,80,MONROE,46.8
2013,ILLINOIS,SOUTHWEST,80,MONROE,33.4
2012,ILLINOIS,SOUTHWEST,80,MONROE,39.5
2011,ILLINOIS,SOUTHWEST,80,MONROE,34.1
2010,ILLINOIS,SOUTHWEST,80,MONROE,45.1
2009,ILLINOIS,SOUTHWEST,80,MONROE,42
2008,ILLINOIS,SOUTHWEST,80,MONROE,46
2007,ILLINOIS,SOUTHWEST,80,MONROE,27
2006,ILLINOIS,SOUTHWEST,80,MONROE,32
2005,ILLINOIS,SOUTHWEST,80,MONROE,39
2004,ILLINOIS,SOUTHWEST,80,MONROE,46
2003,ILLINOIS,SOUTHWEST,80,MONROE,35
2002,ILLINOIS,SOUTHWEST,80,MONROE,30
2001,ILLINOIS,SOUTHWEST,80,MONROE,40
2000,ILLINOIS,SOUTHWEST,80,MONROE,41
1999,ILLINOIS,SOUTHWEST,80,MONROE,33
1998,ILLINOIS,SOUTHWEST,80,MONROE,37
1997,ILLINOIS,SOUTHWEST,80,MONROE,36
1996,ILLINOIS,SOUTHWEST,80,MONROE,38.5
1995,ILLINOIS,SOUTHWEST,80,MONROE,31.5
1994,ILLINOIS,SOUTHWEST,80,MONROE,38
1993,ILLINOIS,SOUTHWEST,80,MONROE,37.5
1992,ILLINOIS,SOUTHWEST,80,MONROE,34.5
1991,ILLINOIS,SOUTHWEST,80,MONROE,38.5
1990,ILLINOIS,SOUTHWEST,80,MONROE,33.5
1989,ILLINOIS,SOUTHWEST,80,MONROE,36
1988,ILLINOIS,SOUTHWEST,80,MONROE,23
1987,ILLINOIS,SOUTHWEST,80,MONROE,33
1986,ILLINOIS,SOUTHWEST,80,MONROE,33.5
1985,ILLINOIS,SOUTHWEST,80,MONROE,33
1984,ILLINOIS,SOUTHWEST,80,MONROE,28
1983,ILLINOIS,SOUTHWEST,80,MONROE,27
1982,ILLINOIS,SOUTHWEST,80,MONROE,37
1981,ILLINOIS,SOUTHWEST,80,MONROE,34.5
1980,ILLINOIS,SOUTHWEST,80,MONROE,29.5
2022,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,68.6
2020,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,63.2
2019,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,61.5
2018,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,73
2017,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,61.9
2016,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,61.5
2015,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,56.6
2014,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,57.4
2013,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,50
2012,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,42.5
2011,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,44.2
2010,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,55.5
2009,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,44
2008,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,49
2007,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,37
2006,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,47
2005,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,45
2004,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,50
2003,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,40
2002,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,45
2001,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,44
2000,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,43
1999,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,34
1998,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,43.5
1997,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,39
1996,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,39.5
1995,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,36.5
1994,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,41.5
1993,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,44
1992,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,43
1991,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,36.5
1990,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,32
1989,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,38
1988,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,25
1987,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,34
1986,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,40.5
1985,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,38.5
1984,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,30
1983,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,23.5
1982,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,37.5
1981,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,38.5
1980,ILLINOIS,WEST SOUTHWEST,60,MONTGOMERY,34.5
2022,ILLINOIS,WEST SOUTHWEST,60,MORGAN,70
2020,ILLINOIS,WEST SOUTHWEST,60,MORGAN,62.9
2019,ILLINOIS,WEST SOUTHWEST,60,MORGAN,64.1
2018,ILLINOIS,WEST SOUTHWEST,60,MORGAN,79.8
2017,ILLINOIS,WEST SOUTHWEST,60,MORGAN,60.2
2016,ILLINOIS,WEST SOUTHWEST,60,MORGAN,60.4
2015,ILLINOIS,WEST SOUTHWEST,60,MORGAN,58.1
2014,ILLINOIS,WEST SOUTHWEST,60,MORGAN,59.2
2013,ILLINOIS,WEST SOUTHWEST,60,MORGAN,56.1
2012,ILLINOIS,WEST SOUTHWEST,60,MORGAN,46.4
2011,ILLINOIS,WEST SOUTHWEST,60,MORGAN,50.6
2010,ILLINOIS,WEST SOUTHWEST,60,MORGAN,54.1
2009,ILLINOIS,WEST SOUTHWEST,60,MORGAN,52
2008,ILLINOIS,WEST SOUTHWEST,60,MORGAN,52
2007,ILLINOIS,WEST SOUTHWEST,60,MORGAN,46
2006,ILLINOIS,WEST SOUTHWEST,60,MORGAN,53
2005,ILLINOIS,WEST SOUTHWEST,60,MORGAN,49
2004,ILLINOIS,WEST SOUTHWEST,60,MORGAN,55
2003,ILLINOIS,WEST SOUTHWEST,60,MORGAN,48
2002,ILLINOIS,WEST SOUTHWEST,60,MORGAN,51
2001,ILLINOIS,WEST SOUTHWEST,60,MORGAN,48
2000,ILLINOIS,WEST SOUTHWEST,60,MORGAN,47
1999,ILLINOIS,WEST SOUTHWEST,60,MORGAN,46
1998,ILLINOIS,WEST SOUTHWEST,60,MORGAN,47
1997,ILLINOIS,WEST SOUTHWEST,60,MORGAN,45
1996,ILLINOIS,WEST SOUTHWEST,60,MORGAN,45.5
1995,ILLINOIS,WEST SOUTHWEST,60,MORGAN,43.5
1994,ILLINOIS,WEST SOUTHWEST,60,MORGAN,51
1993,ILLINOIS,WEST SOUTHWEST,60,MORGAN,47.5
1992,ILLINOIS,WEST SOUTHWEST,60,MORGAN,45.5
1991,ILLINOIS,WEST SOUTHWEST,60,MORGAN,48
1990,ILLINOIS,WEST SOUTHWEST,60,MORGAN,42
1989,ILLINOIS,WEST SOUTHWEST,60,MORGAN,47
1988,ILLINOIS,WEST SOUTHWEST,60,MORGAN,32.5
1987,ILLINOIS,WEST SOUTHWEST,60,MORGAN,38.5
1986,ILLINOIS,WEST SOUTHWEST,60,MORGAN,46
1985,ILLINOIS,WEST SOUTHWEST,60,MORGAN,48
1984,ILLINOIS,WEST SOUTHWEST,60,MORGAN,38
1983,ILLINOIS,WEST SOUTHWEST,60,MORGAN,29.5
1982,ILLINOIS,WEST SOUTHWEST,60,MORGAN,43
1981,ILLINOIS,WEST SOUTHWEST,60,MORGAN,43.5
1980,ILLINOIS,WEST SOUTHWEST,60,MORGAN,38
2022,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,65.7
2021,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,72.4
2020,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,65
2019,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,59.3
2018,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,75.9
2017,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,66.4
2016,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,68.5
2015,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,64.8
